grdc_no,wmo_reg,sub_reg,river,station,country,lat,long,area,altitude,d_start,d_end,d_yrs,d_miss,m_start,m_end,m_yrs,m_miss,t_start,t_end,t_yrs,lta_discharge,r_volume_yr,r_height_yr
2910560,2,10,ALEY,ALEYSK,RU,52.52,82.77,18700,-999,,,,,1954,2000,47,6.028368794,1954,2000,47,30.922,30.922,30.922
2910561,2,10,ALEY,GILEVO,RU,52.18,81.77,10300,-999,,,,,1978,1990,13,24.48979592,1978,1990,13,19.335,19.335,19.335
2910562,2,10,ALEY,LOKOT',RU,51.18,81.2,6450,-999,,,,,1955,2000,46,6.52173913,1955,2000,46,26.264,26.264,26.264
2910563,2,10,ALEY,RUBTSOVSK,RU,51.5,81.22,3140,-999,,,,,1955,2000,46,6.702898551,1955,2000,46,21.119,21.119,21.119
2910564,2,10,ALEY,STARO-ALEYSKOJE,RU,51.02,82,2070,-999,,,,,1959,1998,40,5.084745763,1959,1998,40,19.297,19.297,19.297
6261300,6,61,ALIAKMONAS POTAMOS,ILARION,GR,40.08,21.8,5005,-999,,,,,1962,1988,27,0,1962,1988,27,49.993,49.993,49.993
1734400,1,34,ALIBORI,ROUTE KANDI-BANIKOARA AMONT,BJ,11.23,2.65,8170,215,1952,1965,14,10.16075845,1952,1965,14,10.06289308,1952,1965,14,41.465,41.465,41.465
1734410,1,34,ALIBORI,ROUTE KANDI-BANIKOARA AVAL,BJ,11.23,2.65,8170,215,1962,1992,31,26.90400283,1962,1992,31,25.87601078,1962,1992,31,25.421,25.421,25.421
5660320,5,60,ALIP RIVER,"POBLACION ALIP,DATU PAGLAS",PH,6.27,124.84,380,19,1981,1988,8,11.51291513,1981,1988,8,11.23595506,1981,1988,8,10.744,10.744,10.744
2903070,2,3,ALLAKH-YUN',ALLAKH,RU,60.6,134.9333,24200,-999,,,,,1945,1999,55,0,1945,1999,55,172.298,172.298,172.298
2903071,2,3,ALLAKH-YUN',SELHOZ,RU,60.28,137.5,15000,-999,,,,,1975,1991,17,28.64321608,1975,1991,17,102.18,102.18,102.18
6604645,6,4,ALLAN WATER,KINBUCK,GB,56.22555509,-3.949530736,161,93,1957,2015,59,0,,,,,1957,2015,59,5.329,5.329,5.329
6123645,6,23,ALLANCHE,JOURSAC (PONT DE VERNET),FR,45.133503,3.006412,157,800.51,1965,2012,48,0.011548678,,,,,1965,2012,48,2.915,2.915,2.915
5803200,5,3,ALLANS RIVULET,UPSTREAM TARANNA,AU,-43.0736,147.8881,7.5,85,1983,2001,19,0.644122383,1983,1994,12,0,1983,2001,19,0.094,0.094,0.094
4123350,4,23,ALLEGHENY RIVER,"SALAMANCA, NY",US,42.1565,-78.7153,4164.7,413.92,1903,2019,117,0,,,,,1903,2019,117,79.297,79.297,79.297
4123351,4,23,ALLEGHENY RIVER,"ELDRED, PA",US,41.9634,-78.3861,1424.5,431.76,1939,2019,81,0,,,,,1939,2019,81,27.434,27.434,27.434
4123352,4,23,ALLEGHENY RIVER,"NATRONA, PA",US,40.6153,-79.7184,29551.9,224.44,1938,2019,82,0,,,,,1938,2019,82,566.391,566.391,566.391
4209310,4,9,ALLEN RIVER,NEAR THE MOUTH,CA,74.84,-95.05,448,-999,1970,1984,15,55.34759358,1971,1984,14,57.40740741,1970,1984,15,1.862,1.862,1.862
6935387,6,35,ALLENBACH,ADELBODEN,CH,46.486,7.5521,28.8,1347.691,1950,2016,67,0,,,,,1950,2016,67,1.21,1.21,1.21
6337250,6,37,ALLER,RETHEM,DE,52.789,9.383,14730,14.31,1940,2016,77,0,,,,,1940,2016,77,113.112,113.112,113.112
6337501,6,37,ALLER,MARKLENDORF,DE,52.682,9.704,7209,23.01,1940,2016,77,0,,,,,1940,2016,77,42.395,42.395,42.395
6337502,6,37,ALLER,CELLE,DE,52.622,10.063,4374,31.8,1890,2016,127,0,,,,,1890,2016,127,27.029,27.029,27.029
6337560,6,37,ALLER,GRAFHORST,DE,52.449874,10.947233,514,59.67,1966,2016,51,0,,,,,1966,2016,51,1.852,1.852,1.852
5101180,5,1,ALLIGATOR CREEK,ALLENDALE,AU,-19.388611,146.956667,69,-999,1974,2007,34,0.130007313,1974,1994,21,49.36170213,1974,2007,34,1.054,1.054,1.054
6242110,6,42,ALM,PENNINGERSTEG,AT,48.05,13.92,445,357.71,1966,2012,47,0,,,,,1966,2012,47,15.108,15.108,15.108
3649010,3,49,"ALMAS, RIO DAS",JARAGUA,BR,-15.71833,-49.32167,1978,545,1964,2008,45,4.836106283,1964,1984,21,6.465517241,1964,2008,45,33.67,33.67,33.67
3649012,3,49,"ALMAS, RIO DAS",CERES (POSTO BIQUINHA),BR,-15.27528,-49.55194,10538,549,1964,2009,46,3.563406787,1964,1984,21,4.74137931,1964,2009,46,152.208,152.208,152.208
3649014,3,49,"ALMAS, RIO DAS",COLONIA DOS AMERICANOS,BR,-14.73972,-49.06389,18282,499.98,1973,1996,24,14.24170616,1973,1989,17,0,1973,1996,24,322.583,322.583,322.583
6604670,6,4,"ALMOND, RIVER",CRAIGIEHALL,GB,55.96313342,-3.338532776,369,22.8,1957,2015,59,1.701076572,,,,,1957,2015,59,6.216,6.216,6.216
5660120,5,60,ALORAN RIVER,"JUAN BACAYO,ALORAN",PH,8.42,123.82,30,48,1986,1988,3,7.184923439,1986,1988,3,7.142857143,1986,1988,3,3.855,3.855,3.855
6935580,6,35,ALPBACH,ERSTFELD (BODENBERG),CH,46.8113,8.599,20.6,1070.881,1960,2016,57,0,,,,,1960,2016,57,1.579,1.579,1.579
6574411,6,74,ALSA,PAALSYS,LT,55.2,23.05,-999.9,-999,1986,1993,8,65.16424752,,,,,1986,1993,8,0.383,0.383,0.383
4102050,4,2,ALSEK RIVER,NEAR YAKUTAT,US,59.3947,-138.0837,28023.8,76.2,1991,2012,22,0.012774655,1991,2001,11,0,1991,2012,22,887.799,887.799,887.799
4102060,4,2,ALSEK RIVER,"DRY BAY NEAR YAKUTAT, AK",US,59.1906,-138.3267,28490,-999,2011,2018,8,0,,,,,2011,2018,8,1306.893,1306.893,1306.893
4202100,4,2,ALSEK RIVER,ABOVE BATES RIVER,CA,60.1192,-137.9742,16200,-999,1974,2017,44,1.713385827,,,,,1974,2017,44,234.48,234.48,234.48
6335117,6,35,ALSENZ,ALTENBAMBERG,DE,49.780701,7.831241,318,125.22,1955,2015,61,0,,,,,1955,2015,61,1.711,1.711,1.711
6340210,6,40,ALSTER,BAECKERBRUECKE (HAMBURG),DE,53.655835,10.087194,320.5,9.62,1968,2016,49,0,,,,,1968,2016,49,3.214,3.214,3.214
6233350,6,33,ALSTERAN,GETEBRO,SE,57,16.16,1332.7,60,1920,2019,100,11.30744981,1920,2018,99,11.36363636,1920,2019,100,9.814,9.814,9.814
6731920,6,31,ALTAELVA,KISTA,NO,69.826302,23.516815,6187,43,1971,2015,45,0,,,,,1971,2015,45,76.773,76.773,76.773
6232970,6,32,ALTAJARVI,ALTTAJARVI,SE,67.81,20.58,30.4,-999,1984,2019,36,0.477668975,1984,2018,35,0,1984,2019,36,0.377,0.377,0.377
4148720,4,48,ALTAMAHA RIVER,"DOCTORTOWN, GA.",US,31.6547,-81.8279,35224,7.46,1931,2019,89,0.003119346,1931,1984,54,0,1931,2019,89,370.578,370.578,370.578
6242610,6,42,ALTAUSSEER TRAUN,ALTAUSSEE (TRAUN),AT,47.635,13.7681,54.5,709.47,1951,2012,62,0.004415791,,,,,1951,2012,62,3.777,3.777,3.777
6342520,6,42,ALTMUHL,EICHSTAETT,DE,48.888543,11.196753,1400,384,1929,2016,88,0.003140901,,,,,1929,2016,88,9.861,9.861,9.861
6342521,6,42,ALTMUHL,BEILNGRIES,DE,49.028364,11.478205,2475,364.68,1984,2016,33,0,,,,,1984,2016,33,16.478,16.478,16.478
6342522,6,42,ALTMUHL,TREUCHLINGEN,DE,48.953204,10.913473,982,407,1929,2016,88,0,,,,,1929,2016,88,5.764,5.764,5.764
6150500,6,50,"ALTO, FIUM'",TAGLIO-ISOLACCIO (ACITAJA),FR,42.444452,9.469934,114,87.58,1960,2012,53,5.481709911,,,,,1960,2012,53,1.346,1.346,1.346
6608110,6,8,"ALYN, RIVER",PONT-Y-CAPEL,GB,53.07949161,-2.993777612,227.1,37.3,1965,2018,54,0,,,,,1965,2018,54,2.342,2.342,2.342
6836100,6,36,ALZETTE,ETTELBRUCK,LU,49.83,6.17,1072,195,1978,1987,10,21.05695509,1978,1987,10,20,1978,1987,10,13.995,13.995,13.995
6836190,6,36,ALZETTE,ESCH (FRONTIERE),LU,49.495834,5.980556,21.4,292,1983,1987,5,0.328587076,1983,1987,5,0,1983,1987,5,0.056,0.056,0.056
6125610,6,25,"ALZOU, RUISSEAU",VILLEFRANCHE-DE-ROUERGUE (BARRAGE CABAL),FR,44.355882,2.048919,199,462.16,1942,2012,71,0.299389556,,,,,1942,2012,71,2.457,2.457,2.457
2903220,2,3,AMALAT,RASS,RU,53.3,114.32,8790,-999,,,,,1963,1990,28,20.42042042,1963,1990,28,35.097,35.097,35.097
2903221,2,3,AMALAT,UST,RU,53.95,113.1,2100,-999,,,,,1952,1990,39,13.09012876,1952,1990,39,7.372,7.372,7.372
3631060,3,31,"AMAPARI, RIO",SIERRA DO NAVIO,BR,0.90056,-52.01,10570,-999,1972,2010,39,1.393177738,1972,1994,23,0,1972,2010,39,354.443,354.443,354.443
3650010,3,50,"AMAPARI, RIO",SIERRA DO NAVIO,BR,0.98,-52.05,7246,-999,1972,2010,39,3.497307002,,,,,1972,2010,39,341.825,341.825,341.825
4118320,4,18,AMARGOSA RIVER,"TECOPA, CA",US,35.8486,-116.23,8003.1,399.29,1961,2019,59,21.32366875,1961,2000,40,39.74358974,1961,2019,59,0.086,0.086,0.086
6373112,6,73,AMATA,MELTURI,LV,56.8,24.71,298,94,1986,1995,10,50,,,,,1986,1995,10,3.619,3.619,3.619
3618000,3,18,AMAZON RIVER,JATUARANA,BR,-3.0633,-59.6478,2854286,-999,1977,2010,34,0.260394792,,,,,1977,2010,34,125746.055,125746.055,125746.055
3620000,3,20,AMAZON RIVER,SANTO ANTONIO DO ICA,BR,-3.1017,-67.9356,1134540,53,1972,2010,39,3.313034653,,,,,1972,2010,39,55518.759,55518.759,55518.759
3621000,3,21,AMAZON RIVER,MANACAPURU,BR,-3.3106,-60.6094,2147736,-999,1972,2010,39,4.606830818,,,,,1972,2010,39,103279.807,103279.807,103279.807
3623100,3,23,AMAZON RIVER,SAO PAULO DE OLIVENCA,BR,-3.45,-68.75,990781,71,1973,2010,38,2.081157691,1979,1993,15,0,1973,2010,38,47121.07,47121.07,47121.07
3625000,3,25,AMAZON RIVER,ITAPEUA,BR,-4.0578,-63.0278,1769000,40,2007,2010,4,0,,,,,2007,2010,4,90461.826,90461.826,90461.826
3629000,3,29,AMAZON RIVER,OBIDOS - PORTO,BR,-1.9472,-55.5111,4680000,37,1927,1998,72,30.06492749,1928,1998,71,29.97630332,1927,1998,72,169184.124,169184.124,169184.124
3629001,3,29,AMAZON RIVER,OBIDOS - LINIGRAFO,BR,-1.9192,-55.5131,4680000,37,1968,2008,41,6.153951233,,,,,1968,2008,41,178492.351,178492.351,178492.351
2998346,2,98,AMBARDAKH,TONGARA,RU,62.85,148.48,135,-999,,,,,1945,1987,43,46.51162791,1945,1987,43,1.066,1.066,1.066
2909587,2,9,AMBARNAYA,AMBARNAYA,RU,69.4,87.78,243,-999,,,,,1947,1984,38,61.86252772,1947,1984,38,n.a.,n.a.,n.a.
3843500,3,43,"AMBI, RIO",D.J.CARIYACU,EC,0.375833,-78.211667,686,2015,1963,1996,34,4.08632149,1969,1994,26,10.57692308,1963,1996,34,4.617,4.617,4.617
6221680,6,21,AMBLEVE,MARTINRIVE,BE,50.47913,5.636835,1067.5,110.004,1974,2012,39,0,,,,,1974,2012,39,19.317,19.317,19.317
4356200,4,56,"AMECA, RIO",LAS GAVIOTAS II,MX,20.9083,-105.1083,9329,70,1953,2002,50,14.7867036,1976,1977,2,0,1953,2002,50,46.613,46.613,46.613
4146270,4,46,AMERICAN RIVER,"FAIR OAKS, CA",US,38.6355,-121.2277,4889.9,21.8,1904,2019,116,0,,,,,1904,2019,116,104.638,104.638,104.638
2903150,2,3,AMGA,TERUT,RU,62.22,134.13,65400,-999,,,,,1937,1999,63,2.116402116,1937,1999,63,193.036,193.036,193.036
2903151,2,3,AMGA,AMGA,RU,60.9,131.98,56800,-999,,,,,1939,1999,61,0.136612022,1939,1999,61,184.807,184.807,184.807
2903152,2,3,AMGA,BUYAGA,RU,59.67,127.05,23900,270,,,,,1933,1999,67,3.879849812,1933,1999,67,123.348,123.348,123.348
2998900,2,98,AMGUEMA,MOUTH OF SHOUMNY BROOK,RU,67.67,-178.9,26700,34,,,,,1944,1988,45,30,1944,1988,45,271.726,271.726,271.726
2998901,2,98,AMGUEMA,U MOSTA 174 KM,RU,67.42,178.4,26400,-999,,,,,1944,1987,44,10.22727273,1944,1987,44,271.121,271.121,271.121
4127940,4,27,AMITE RIVER,"NEAR DARLINGTON, LA.",US,30.8891,-90.8445,1502.2,44.44,1950,2019,70,0,,,,,1950,2019,70,25.692,25.692,25.692
4127941,4,27,AMITE RIVER,"NEAR DENHAM SPRINGS, LA",US,30.4641,-90.9904,3315.2,-999,1938,2019,82,0.010212071,,,,,1938,2019,82,59.091,59.091,59.091
6342570,6,42,AMMER,OBERAMMERGAU,DE,47.6,11.06,113.6,830,1920,2016,97,0,,,,,1920,2016,97,3.682,3.682,3.682
6342571,6,42,AMMER,PFAEFFINGEN,DE,48.526377,8.962187,133,348.6,1911,2016,106,0.242105537,,,,,1911,2016,106,0.979,0.979,0.979
2912647,2,12,AMNYA,KAZYM,RU,63.7,67.25,7100,-999,,,,,1962,1999,38,7.675438596,1962,1999,38,61.07,61.07,61.07
6934530,6,34,AMOSE A,BROMOELLE,DK,55.61297,11.3858,291,21.2,1920,2017,98,0.86427747,1920,2002,83,0.506585613,1920,2017,98,1.904,1.904,1.904
6342650,6,42,AMPER,INKOFEN,DE,48.460684,11.865229,3043,417.34,1925,2016,92,0,,,,,1925,2016,92,45.007,45.007,45.007
1304100,1,4,"AMSA, OUED",EMSA,MA,35.52,-5.3,110,5,1971,1988,18,0,1971,1988,18,0,1971,1988,18,0.687,0.687,0.687
2617110,2,17,AMU DARYA,KERKI,TM,37.83,65.25,309000,241,1936,1989,54,28.95964307,1932,1989,58,30.45977011,1932,1989,58,1653.622,1653.622,1653.622
2817100,2,17,AMU DARYA,CHATLY,UZ,42.28,59.7,450000,72,1936,1973,38,1.095100865,1931,1973,43,2.906976744,1931,1973,43,1357.866,1357.866,1357.866
2906700,2,6,AMUR RIVER,KHABAROVSK,RU,48.43,135.05,1630000,24,1940,1987,48,0.969655487,1896,1985,90,0.92936803,1896,1987,92,8206.747,8206.747,8206.747
2906900,2,6,AMUR RIVER,KOMSOMOLSK,RU,50.63,137.12,1730000,13,1940,2006,67,14.6126185,1932,1990,59,0.994318182,1932,2006,75,9870.963,9870.963,9870.963
2906901,2,6,AMUR RIVER,BOGORODSKOYE,RU,52.53,140.47,1790000,-999,1963,1987,25,0.635198773,,,,,1963,1987,25,10301.592,10301.592,10301.592
2909315,2,9,AMYL,KACHUL'KA,RU,53.72,92.83,9850,-999,,,,,1936,1993,58,22.57597685,1936,1993,58,212.141,212.141,212.141
2909316,2,9,AMYL,VERH. KUZHEBAR,RU,53.33,93.07,5270,-999,,,,,1965,1993,29,10.34482759,1965,1993,29,136.362,136.362,136.362
2910747,2,10,AMZAS,AMZAS,RU,53.02,87.57,146,-999,,,,,1956,1987,32,0,1956,1987,32,3.762,3.762,3.762
2371100,2,71,"AN LAO, SONG",AN HOA,VN,14.3667,108.9833,-999,-999,1982,1992,11,69.65811966,,,,,1982,1992,11,n.a.,n.a.,n.a.
2999150,2,99,ANABAR,SASKYLAKH,RU,71.98,114.057,78800,3,1954,2011,58,3.192244029,1966,2015,50,31.21869783,1954,2015,62,467.564,467.564,467.564
2901200,2,1,ANADYR',NOVY YEROPOL,RU,65.08,169,47300,44,,,,,1958,1988,31,0,1958,1988,31,471.513,471.513,471.513
2901201,2,1,ANADYR',SNEZHNOYE,RU,65.45,172.97,106000,-999,1958,1994,37,9.966877447,1979,1994,16,54.05405405,1958,1994,37,1023.848,1023.848,1023.848
2901202,2,1,ANADYR',3 KM UPSTREAM UTYOSIKI RIVER MOUTH,RU,64.49,173.38,156000,-999,,,,,1974,1988,15,54.65116279,1974,1988,15,n.a.,n.a.,n.a.
2901203,2,1,ANADYR',LAMUTSKOYE,RU,65.55,168.87,16400,-999,,,,,1978,1988,11,51.2,1978,1988,11,n.a.,n.a.,n.a.
2901204,2,1,ANADYR',BAZAKREPOST,RU,64.75,170.75,55100,-999,,,,,1975,1988,14,53.7037037,1975,1988,14,n.a.,n.a.,n.a.
6123760,6,23,ANCE,SAINT-JULIEN-D'ANCE (LAPRAT),FR,45.306823,3.938208,354,745.11,1948,2009,62,0,,,,,1948,2009,62,4.261,4.261,4.261
4789700,4,89,ANCIEN LIT DE LA LEZARDE,GROS MORNE,MQ,14.7,-61.03,13,171,,,,,1973,1976,4,0,1973,1976,4,0.274,0.274,0.274
5660500,5,60,ANDANAN RIVER,BAYUGAN I,PH,8.73,125.72,201,-999,,,,,1976,1979,4,18.75,1976,1979,4,12.881,12.881,12.881
2217120,2,17,"ANDARAB, DARYA-YE",DOSHI,AF,35.6,68.683333,3705,860,1964,1978,15,0,,,,,1964,1978,15,34.602,34.602,34.602
2910279,2,10,ANDARMA,PANISHEVO,RU,57.08,81.67,2330,-999,,,,,1951,2000,50,10,1951,2000,50,7.061,7.061,7.061
6125650,6,25,ANDER,SAINT-GEORGES,FR,45.01094,3.12772,310,803.61,1956,2009,54,0,,,,,1956,2009,54,3.576,3.576,3.576
4215330,4,15,ANDERSON CREEK,NEAR NELSON,CA,49.5014,-117.2597,9,-999,1945,2017,73,25.29294299,,,,,1945,2017,73,0.113,0.113,0.113
4209150,4,9,ANDERSON RIVER,BELOW CARNWATH RIVER,CA,68.632225,-128.41333,56300,-999,1969,2017,49,26.88012762,1969,1993,25,0,1969,2017,49,141.848,141.848,141.848
2549240,2,49,ANDHI KHOLA,DUMRICHAUR ANDHIMUHAN,NP,27.97,83.59,476,543,1978,1989,12,1.052150046,1978,1989,12,0,1978,1989,12,30.614,30.614,30.614
4147110,4,47,ANDROSCOGGIN RIVER,"NEAR AUBURN, ME.",US,44.0723,-70.2081,8451.2,33.28,1928,2019,92,0,1965,1983,19,0,1928,2019,92,179.593,179.593,179.593
4147111,4,47,ANDROSCOGGIN RIVER,"NEAR GORHAM, NH",US,44.4362,-71.1904,3525,253.86,1913,2019,107,5.696777711,,,,,1913,2019,107,72.957,72.957,72.957
2903347,2,3,ANGA,CHAPTYHOI,RU,53.98,106.08,2350,-999,,,,,1970,1990,21,42.74193548,1970,1990,21,4.943,4.943,4.943
2908099,2,8,ANGARA,NEVON,RU,58.08,102.73,785000,-999,1969,1974,6,0,,,,,1969,1974,6,3269.181,3269.181,3269.181
2908100,2,8,ANGARA,TATARKA,RU,58.18,93.37,1040000,-999,1954,1988,35,0.719649562,1953,1999,47,0.537634409,1953,1999,47,4475.25,4475.25,4475.25
2908101,2,8,ANGARA,BOGUCHANY,RU,58.38,97.45,866000,-999,1946,1982,37,9.182606097,1936,2015,80,5.104166667,1936,2015,80,3259.024,3259.024,3259.024
2908102,2,8,ANGARA,BRATSKAYA,RU,56.28,101.73,736000,-999,1962,1988,27,0,1962,1990,29,0,1962,1990,29,2775.031,2775.031,2775.031
2908103,2,8,ANGARA,ANGARSK,RU,52.57,103.95,598000,-999,1967,1980,14,34.93804591,1967,1980,14,39.7515528,1967,1980,14,2178.267,2178.267,2178.267
2908104,2,8,ANGARA,OSTROV UJNOST',RU,52.27,104.32,573000,-999,,,,,1970,1974,5,3.333333333,1970,1974,5,2219.873,2219.873,2219.873
2908105,2,8,ANGARA,IRKUTSKAYA GES,RU,52.23,104.3,573000,-999,,,,,1958,2015,58,19.25287356,1958,2015,58,1786.962,1786.962,1786.962
2908107,2,8,ANGARAKAN,ANGARAKAN,RU,56.32,113.05,623,-999,,,,,1977,1999,23,0,1977,1999,23,16.314,16.314,16.314
6229120,6,29,ANGEBACKEN,KROKBRAECKE,SE,58.62,11.35,8.4,-999,2004,2018,15,0,2004,2018,15,0,2004,2018,15,0.114,0.114,0.114
6970873,6,70,ANGER,CHEREPANOVO,RU,66,57.7,59.5,-999,,,,,1978,1982,5,9.090909091,1978,1982,5,0.525,0.525,0.525
6233650,6,33,ANGERMANALVEN,SOLLEFTEA KRV,SE,63.17,17.26,30638,4,1909,2018,110,0,1965,2018,54,0,1909,2018,110,485.425,485.425,485.425
6233652,6,33,ANGERMANALVEN,NAMFORSENS KRV,SE,63.43,16.88,22351.7,-999,1946,2017,72,0,,,,,1946,2017,72,322.018,322.018,322.018
4243220,4,43,"ANGLAIS, RIVIERE DES",RIVERFIELD,CA,45.174999,-73.845001,686,37,1973,2013,41,1.032055225,1973,1995,23,3.409090909,1973,2013,41,8.472,8.472,8.472
4213845,4,13,ANGLING RIVER,NEAR BIRD,CA,56.67,-93.64,1560,-999,1979,2016,38,4.92074928,,,,,1979,2016,38,10.75,10.75,10.75
5709020,5,9,ANGURUGU CREEK,GROOTE EYLANDT,AU,-13.9818,136.4678,156,37.18,1969,2003,35,5.285290237,1969,2001,33,3.674540682,1969,2003,35,1.906,1.906,1.906
1491650,1,91,ANGWA,CHENGU FARM,ZW,-17.17,29.97,656,-999,,,,,1976,1980,5,0,1976,1980,5,6.344,6.344,6.344
3662300,3,62,"ANHANDUI, RIO",DELFINO COSTA,BR,-21.6144,-53.0511,13590,323,1976,2005,30,5.073918598,1976,1985,10,6.25,1976,2005,30,161.781,161.781,161.781
6233450,6,33,ANKARVATTNET,ANKARVATTNET,SE,64.87,14.22,427.8,448,1944,2019,76,0,1944,2019,76,0,1944,2019,76,17.351,17.351,17.351
6605660,6,5,"ANKER, RIVER",POLESWORTH,GB,52.62718766,-1.613187309,368,60.4,1966,2018,53,0.320765631,,,,,1966,2018,53,3.059,3.059,3.059
1526200,1,26,ANKOBRA,PRESTEA,GH,5.45,-2.1167,4268,19.65,1997,2007,11,16.56692057,1976,1978,3,0,1976,2007,32,11.647,11.647,11.647
6604500,6,4,"ANNAN, RIVER",BRYDEKIRK,GB,55.02165101,-3.267726459,925,10,1967,2018,52,0,1991,1997,7,42.85714286,1967,2018,52,30.984,30.984,30.984
2998530,2,98,ANNUSHKA,USTE,RU,62.17,152.65,22.7,-999,,,,,1969,1987,19,43.24324324,1969,1987,19,0.387,0.387,0.387
1769150,1,69,ANOMAT,TWIN BRIDGE,KE,-0.18,35.17,606,-999,1978,1980,3,0.729927007,1978,1980,3,0,1978,1980,3,4.118,4.118,4.118
5803030,5,3,ANSONS RIVER,DOWNSTREAM BIG BOGGY CREEK,AU,-41.0478,148.2161,228,15,1979,2002,24,0,1979,1994,16,0,1979,2002,24,1.843,1.843,1.843
4213270,4,13,ANTELOPE CREEK,NEAR CABRI,CA,50.6614,-108.3806,244,-999,1970,2017,48,30.51168667,,,,,1970,2017,48,n.a.,n.a.,n.a.
5658900,5,58,ANTEQUERA RIVER,"ANTEQUERA,SANTO ROSARIO",PH,9.76,123.9,54,44,1984,1988,5,0,1984,1988,5,0,1984,1988,5,1.871,1.871,1.871
2910347,2,10,ANTIBES,ZARECHNY,RU,56.28,87.72,917,-999,,,,,1978,1998,21,24.6031746,1978,1998,21,2.909,2.909,2.909
6243800,6,43,ANTIESEN,HAGING,AT,48.2736,13.4511,164.9,378.67,1951,2012,62,0,1978,1989,12,58.33333333,1951,2012,62,2.654,2.654,2.654
4213275,4,13,ANTLER RIVER,NEAR MELITA,CA,49.0594,-101.0489,3210,-999,1935,2017,83,29.93102069,,,,,1935,2017,83,0.441,0.441,0.441
6274620,6,74,ANTONISBERG BROOK,ANTONISBERG,BY,54.906435,26.737921,,-999,1992,1997,6,36.61904762,,,,,1992,1997,6,33.154,33.154,33.154
2910520,2,10,ANUY,STARO-TIRISHKINO,RU,52.35,84.82,6850,-999,,,,,1936,1987,52,1.923076923,1936,1987,52,36.124,36.124,36.124
2910521,2,10,ANUY,ANUYSKY,RU,52.38,84.73,4870,-999,,,,,1962,2000,39,7.692307692,1962,2000,39,28.554,28.554,28.554
2910522,2,10,ANUY,SOLONESHNOJE,RU,51.65,84.32,2540,-999,,,,,1955,2000,46,9.057971014,1955,2000,46,16.788,16.788,16.788
4103250,4,3,ANVIK RIVER,"NEAR ANVIK, AK",US,62.78,-160.69,3677.8,49,2001,2006,6,0,,,,,2001,2006,6,52.533,52.533,52.533
2998701,2,98,ANYUY,ILIRNEI,RU,67.25,167.97,8180,-999,,,,,1958,1988,31,31.52173913,1958,1988,31,56.017,56.017,56.017
2998702,2,98,ANYUY,OSTROVNOYE,RU,68.1,164.17,30000,-999,1960,1997,38,4.996722267,1960,1988,29,11.0787172,1960,1997,38,174.39,174.39,174.39
2909369,2,9,ANZHA,AGINSKOYE,RU,55.25,94.88,1180,-999,,,,,1954,1993,40,12.28813559,1954,1993,40,7.906,7.906,7.906
1308110,1,8,"ANZIGMIR, ASSIF",ANSEGMIR,MA,32.75,-4.9,960,450,1959,1988,30,0.018460402,1959,1988,30,0,1959,1988,30,2.481,2.481,2.481
1737700,1,37,"AOUK, BAHR",GOLONGOSSO,CF,9.016666667,19.15,125000,373,,,,,1952,1974,23,15.90909091,1952,1974,23,75.018,75.018,75.018
3667400,3,67,"APA, RIO",SAO CARLOS,BR,-22.2236,-57.3039,11100,109.7,1971,2006,36,7.188832881,1971,1978,8,0,1971,2006,36,76.984,76.984,76.984
4149630,4,49,APALACHICOLA RIVER,"CHATTAHOOCHEE, FLA.",US,30.701,-84.8591,44548,12,1922,2019,98,0,1928,1984,57,0,1922,2019,98,605.735,605.735,605.735
4149631,4,49,APALACHICOLA RIVER,"NEAR BLOUNTSTOWN, FLA",US,30.4252,-85.0313,45584,8.22,1957,2019,63,0.02660282,,,,,1957,2019,63,612.761,612.761,612.761
4149632,4,49,APALACHICOLA RIVER,"NEAR SUMATRA, FLA",US,29.9494,-85.0155,49728,-999,1977,2018,42,0.019924288,,,,,1977,2018,42,636.063,636.063,636.063
5148850,5,48,"APARANG, SALO",BIKERU,ID,-5.233333,120.183333,398,-999,1987,2009,23,55.10058326,,,,,1987,2009,23,4.798,4.798,4.798
3627440,3,27,"APIDIA, RIO",PIMENTA BUENO,BR,-11.6836,-61.1922,10100,-999,1980,2006,27,6.266477388,,,,,1980,2006,27,214.864,214.864,214.864
3650710,3,50,"APODI, RIO",PEDRA DE ABELHAS (BREJO APODI),BR,-5.5933,-37.6842,6480,70,1964,2007,44,8.023922253,1964,1991,28,0,1964,2007,44,11.475,11.475,11.475
3650740,3,50,"APODI, RIO",PAU DOS FERROS,BR,-6.1114,-38.2008,2050,175,1964,2008,45,20.74861086,1964,1993,30,0,1964,2008,45,7.421,7.421,7.421
4148060,4,48,APPOMATTOX RIVER,"MATOACA, VA",US,37.2252,-77.4753,3481,20.82,1969,2019,51,0,,,,,1969,2019,51,35.781,35.781,35.781
3206500,3,6,"APURE, RIO",SAN FERNANDO,VE,7.9,-67.43,114500,46,,,,,1973,1975,3,0,1973,1975,3,1560.488,1560.488,1560.488
2588500,2,88,ARA KAWA,OASHI-BASHI,JP,36.080833,139.441667,1019,13,1978,2003,26,15.38542544,1978,2000,23,17.39130435,1978,2003,26,23.247,23.247,23.247
2588501,2,88,ARA KAWA,YORII,JP,36.109444,139.200833,905,-999,1993,2003,11,0,1993,2000,8,0,1993,2003,11,28.318,28.318,28.318
